Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Status,Status_Description,Crime_Category,Weapon_desc,Weapon_cd,Mode_cd
700 S  HOPE                         ST,34.0466,-118.259,12/04/2020,12/04/2020,09:00:00,1,Central,162,2,70,M,W,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1501
22300    VENTURA                      BL,34.169,-118.6128,2/10/2020 ,2/10/2020 ,18:15:00,21,Topanga,2175,2,35,M,X,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,Property Crimes,PC,PC_cd,0329 1402
3800    MANITOU                      AV,34.0722,-118.2001,04/15/2020,4/04/2020 ,04:00:00,4,Hollenbeck,424,1,42,F,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 1302 0344
NAOMI                        ST,33.9902,-118.2547,05/28/2020,05/28/2020,00:50:00,13,Newton,1375,1,43,M,H,101,STREET,IC,Invest Cont,Violent Crimes,SEMI-AUTOMATIC PISTOL,109.0,0906 1100 0430 0302 0334 1218 1822
200 E  6TH                          ST,34.0446,-118.249,5/03/2020 ,5/03/2020 ,18:10:00,1,Central,165,2,55,F,H,102,SIDEWALK,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0305 0444 1822 0345 1420
11500    GRAPE                        ST,33.9294,-118.2364,6/01/2021 ,4/01/2020 ,12:01:00,18,Southeast,1849,2,27,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0100 1822 0928
SANTA ROSALIA                DR,34.0121,-118.3423,5/04/2020 ,5/03/2020 ,21:00:00,3,Southwest,363,1,25,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,1307 1609 0344 0329
CAMULOS,34.0257,-118.2139,1/06/2020 ,1/05/2020 ,23:55:00,4,Hollenbeck,487,1,25,M,H,101,STREET,IC,Invest Cont,Property Crimes,HAND GUN,102.0,0337 0334 0344
STAUNTON,33.9921,-118.243,1/01/2020 ,1/01/2020 ,05:00:00,13,Newton,1377,1,36,M,H,102,SIDEWALK,AO,Adult Other,Violent Crimes,SEMI-AUTOMATIC PISTOL,109.0,1218 1313 0432 0302 1822 0906 1100 1407
700 E  84TH                         PL,33.962,-118.2629,3/10/2020 ,3/09/2020 ,14:20:00,12,77th Street,1269,1,32,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822
12800    BURBANK                      BL,34.1721,-118.4127,06/26/2020,06/26/2020,08:25:00,15,N Hollywood,1531,1,41,M,B,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1302 0344 1609 1307
1600    COSMO                        ST,34.0998,-118.3288,11/24/2020,11/24/2020,10:10:00,6,Hollywood,646,2,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0400 1300 0448 0913 1814
ALHAMBRA                     AV,34.064,-118.2128,4/01/2020 ,03/27/2020,16:00:00,4,Hollenbeck,423,1,41,M,H,104,DRIVEWAY,IC,Invest Cont,Property Crimes,PC,PC_cd,1302 0344
4700    AUGUST                       ST,34.0173,-118.3505,10/07/2020,10/07/2020,00:10:00,3,Southwest,361,2,65,M,O,122,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 1300 0329 1205 1266
7700    AVALON                       BL,33.9688,-118.2652,09/19/2020,09/17/2020,23:59:00,12,77th Street,1259,2,24,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 1814 0444 0400
100 N  LA CIENEGA                   BL,34.0734,-118.3765,12/18/2020,12/15/2020,10:45:00,7,Wilshire,722,1,19,M,O,417,THE BEVERLY CONNECTION,IC,Invest Cont,Property Crimes,PC,PC_cd,0342 0216 0378
GIBRALTAR                    AV,34.0149,-118.3547,3/07/2020 ,02/29/2020,16:00:00,3,Southwest,361,1,47,M,B,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1606 0321 0344 1266 1300
9400    CORBIN                       AV,34.241,-118.5623,7/03/2020 ,7/03/2020 ,19:30:00,17,Devonshire,1764,1,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,MACE/PEPPER SPRAY,512.0,0431 1822
11100    EVERS                        AV,33.9348,-118.2473,04/18/2020,04/17/2020,20:40:00,18,Southeast,1846,2,58,M,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329
8400    INDEPENDENCE                 AV,34.2221,-118.5907,9/05/2020 ,9/05/2020 ,21:20:00,21,Topanga,2107,2,30,M,A,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0416 1814
200    WORLD WAY,33.9452,-118.4033,7/01/2020 ,7/01/2020 ,20:35:00,14,Pacific,1494,1,31,F,W,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,Property Crimes,PC,PC_cd,2032 0344
1400 S  BEVERLY GLEN                 BL,34.062,-118.4259,11/09/2020,10/01/2020,06:00:00,8,West LA,829,2,36,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1210 0100 0929 1822
300 E  1ST                          ST,34.0502,-118.2406,12/27/2020,12/27/2020,10:30:00,1,Central,128,2,60,F,O,102,SIDEWALK,IC,Invest Cont,Property Crimes,PC,PC_cd,329
6500    4TH                          AV,33.98,-118.3216,08/14/2020,8/06/2020 ,16:00:00,12,77th Street,1242,2,44,F,H,101,STREET,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,0529 1822 0525
300 S  COCHRAN                      AV,34.0692,-118.3472,4/07/2023 ,08/30/2020,16:35:00,7,Wilshire,736,2,48,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822
4900    VAN NUYS                     BL,34.1594,-118.4487,12/19/2020,12/19/2020,09:00:00,9,Van Nuys,964,2,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,2000 0445
1600 S  MAIN                         ST,34.0332,-118.2629,05/13/2020,05/13/2020,11:00:00,1,Central,195,1,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,VERBAL THREAT,511.0,1402 1415 0422 0519 0547 0516 0527 0913 1814
8300    RESEDA                       BL,34.2208,-118.5361,7/05/2020 ,7/05/2020 ,11:20:00,17,Devonshire,1794,2,50,M,B,108,PARKING LOT,IC,Invest Cont,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0447 1822
4400    6TH                          AV,34.0032,-118.3236,12/30/2020,11/25/2020,00:01:00,3,Southwest,392,2,60,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,Crimes against Public Order,CAPO,CAPO_cd,1202 0913 2000 1814
100 E  81ST                         ST,33.9662,-118.2739,8/11/2020 ,8/11/2020 ,23:15:00,12,77th Street,1268,2,70,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Crimes against Public Order,CAPO,CAPO_cd,0913 1202 2038 0329 0561 0319
14800    HARTSOOK                     ST,34.164,-118.4574,06/20/2020,06/20/2020,18:30:00,9,Van Nuys,963,1,45,F,B,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 0400 0913
SAN PEDRO,34.0162,-118.2647,5/12/2021 ,04/20/2020,12:00:00,13,Newton,1333,2,15,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,VC,VC_cd,0527 1259 0913
600 W  40TH                         PL,34.0106,-118.2842,12/27/2020,12/27/2020,05:25:00,3,Southwest,398,1,19,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0344 1607 0202 0329
600 W  47TH                         ST,34.0007,-118.2842,02/24/2020,02/22/2020,16:00:00,12,77th Street,1208,2,53,F,B,101,STREET,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0701 0800 0100 0344 1202 1218 1000
200    BARBOUR                      ST,33.956,-118.4463,4/03/2020 ,4/03/2020 ,21:05:00,14,Pacific,1472,2,40,M,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0444
700 S  SERRANO                      AV,34.0577,-118.3066,06/29/2020,6/06/2020 ,17:00:00,20,Olympic,2033,2,53,F,K,750,CYBERSPACE,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,930
8900    NEVADA                       AV,34.232,-118.608,1/06/2020 ,1/06/2020 ,11:40:00,21,Topanga,2103,2,44,M,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,Crimes against Public Order,VERBAL THREAT,511.0,0443 0558
13100    SAN FERNANDO                 RD,34.3148,-118.4888,9/12/2020 ,9/11/2020 ,21:00:00,19,Mission,1911,1,44,F,H,505,MOTEL,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1817 0913 1402 0527 1820
8500    COLUMBUS                     AV,34.2246,-118.4654,08/14/2020,08/14/2020,23:40:00,19,Mission,1983,2,39,F,H,102,SIDEWALK,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0416 1813
5200    CRANER                       AV,34.1649,-118.3691,01/30/2020,01/30/2020,11:00:00,15,N Hollywood,1548,1,52,F,B,203,OTHER BUSINESS,AO,Adult Other,Property Crimes,PC,PC_cd,2006 0344
2600    ORCHARD                      AV,34.0303,-118.2874,06/26/2020,06/26/2020,15:30:00,3,Southwest,327,1,38,M,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Violent Crimes,KITCHEN KNIFE,205.0,2000 0913 1814 1813 2002 1206 0334 0411 1402
11000 W  PICO                         BL,34.0383,-118.4325,07/30/2020,07/30/2020,12:55:00,8,West LA,884,2,22,M,H,108,PARKING LOT,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 1822
17000    ROSCOE                       BL,34.2248,-118.5151,7/07/2020 ,7/04/2020 ,23:00:00,17,Devonshire,1795,1,31,M,O,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,344
4800    SATSUMA                      AV,34.1577,-118.367,05/25/2020,05/21/2020,21:30:00,15,N Hollywood,1557,1,39,M,W,104,DRIVEWAY,AO,Adult Other,Property Crimes,PC,PC_cd,344
1100    LILLIAN                      WY,34.0907,-118.3277,10/24/2020,10/24/2020,23:00:00,6,Hollywood,666,1,46,M,H,102,SIDEWALK,AA,Adult Arrest,Violent Crimes,TIRE IRON,514.0,0421 1402 2004 0445 1822
1000 S  HOLT                         AV,34.0594,-118.3783,03/17/2020,01/20/2020,09:00:00,8,West LA,849,2,29,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,928
11900    KIOWA                        AV,34.0485,-118.4657,04/29/2020,04/27/2020,06:30:00,8,West LA,831,1,30,F,W,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822 1607 1216
500    BROAD                        AV,33.7756,-118.2608,11/26/2020,11/26/2020,14:20:00,5,Harbor,529,2,71,M,W,503,HOTEL,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0917 0913 0329 0416 0444 0603 1202
2000 W  8TH                          ST,34.0544,-118.2767,3/10/2020 ,3/10/2020 ,04:30:00,2,Rampart,265,1,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1814 2000 0432 0408 0416 1805 0913
8700    LOOKOUT MOUNTAIN             AV,34.1097,-118.3829,5/05/2020 ,5/04/2020 ,22:30:00,6,Hollywood,632,1,53,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 1601 0344
4100 W  6TH                          ST,34.0633,-118.3141,7/04/2020 ,06/26/2020,07:00:00,20,Olympic,2021,2,48,M,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329
CESAR E CHAVEZ,34.0609,-118.2052,2/10/2020 ,2/10/2020 ,15:40:00,4,Hollenbeck,443,1,49,M,H,101,STREET,IC,Invest Cont,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1822 1218
6300    RUBY                         ST,34.1167,-118.1815,02/18/2020,02/17/2020,08:30:00,11,Northeast,1128,1,28,F,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1609 1822
1200 W  7TH                          ST,34.0515,-118.2658,10/24/2020,03/15/2020,11:00:00,2,Rampart,269,1,69,F,H,503,HOTEL,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0352 1605 0321
300 S  WESTLAKE                     AV,34.0608,-118.2726,06/18/2020,06/13/2020,23:40:00,2,Rampart,246,2,29,F,O,510,NURSING/CONVALESCENT/RETIREMENT HOME,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0416 2000 1814
20900    GRESHAM                      ST,34.2306,-118.5885,2/02/2020 ,2/02/2020 ,21:20:00,17,Devonshire,1781,2,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 2000 0416 0448 0329 1814 2002 0417 0444
2600    ORCHARD                      AV,34.0328,-118.2874,5/04/2020 ,5/04/2020 ,04:00:00,3,Southwest,327,2,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 0416 2002 0446
7000 N  SEPULVEDA                    BL,34.1938,-118.4702,6/05/2020 ,05/23/2020,14:00:00,9,Van Nuys,911,1,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,344
20900    SHERMAN                      WY,34.201,-118.5892,9/09/2020 ,9/05/2020 ,03:00:00,21,Topanga,2147,1,35,M,X,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0344 1609
2400    PENMAR                       AV,33.9944,-118.4508,8/06/2020 ,07/31/2020,14:00:00,14,Pacific,1443,1,45,F,W,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,0386 0344 1300
5TH                          ST,34.0653,-118.3104,12/16/2020,12/16/2020,03:15:00,20,Olympic,2022,1,36,M,H,102,SIDEWALK,IC,Invest Cont,Property Crimes,HAND GUN,102.0,1822 0302 0345 0305 0371 0344 0355 0906
11100    GLENOAKS                     BL,34.2717,-118.4096,01/26/2020,01/24/2020,11:00:00,16,Foothill,1613,2,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0377 1822 0917
1300 S  HOPE                         ST,34.039,-118.266,9/08/2020 ,9/08/2020 ,23:35:00,1,Central,192,2,29,M,H,102,SIDEWALK,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 1822 1266
3100    DEEP CANYON                  DR,34.1301,-118.4324,03/13/2020,3/12/2020 ,15:55:00,8,West LA,808,2,65,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0100 1202 1822 0929
8900 S  FIGUEROA                     ST,33.9555,-118.2871,07/20/2020,07/20/2020,00:05:00,18,Southeast,1801,2,33,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 0913 1300 1310 0416 0448 0344 1240 2002
9500    VAN NUYS                     BL,34.2427,-118.4502,7/07/2020 ,7/07/2020 ,13:00:00,19,Mission,1963,1,19,F,H,119,"PORCH, RESIDENTIAL",IC,Invest Cont,Property Crimes,PC,PC_cd,344
6200    FULTON                       AV,34.1814,-118.4263,09/14/2020,08/31/2020,21:00:00,9,Van Nuys,938,2,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0419 2000 0444 0416 0340 0448 1813 1414
400    SHERMAN CANAL                CT,33.983,-118.4652,3/07/2020 ,02/26/2020,16:00:00,14,Pacific,1441,2,58,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822
2700 S  BUDLONG                      AV,34.0309,-118.3024,09/29/2020,9/01/2020 ,09:00:00,3,Southwest,326,2,9,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Crimes against Persons,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0552 0360 0503 0522 0913 1251 1258
2200    HILL                         DR,34.1428,-118.215,10/02/2020,10/02/2020,09:45:00,11,Northeast,1105,2,36,M,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Crimes against Public Order,CAPO,CAPO_cd,0603 2038 0432
8500    VINE VALLEY                  DR,34.2249,-118.3547,8/12/2020 ,8/11/2020 ,22:00:00,16,Foothill,1677,1,54,F,O,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1300
6200 W  SUNSET                       BL,34.0944,-118.3277,06/23/2020,06/21/2020,13:30:00,6,Hollywood,666,1,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,344
13800    MERCER                       ST,34.2598,-118.4343,5/06/2020 ,5/06/2020 ,17:00:00,16,Foothill,1621,2,64,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Property Crimes,PC,PC_cd,0913 0329 1202
200 W  MANCHESTER                   AV,33.9601,-118.2761,3/10/2020 ,3/09/2020 ,17:00:00,18,Southeast,1802,1,44,M,H,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,1607 0329 0344 1236
1200    ANGELO                       DR,34.0918,-118.4332,7/08/2020 ,06/22/2020,11:00:00,8,West LA,807,1,59,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0352 1822
13200    BLOOMFIELD                   ST,34.1493,-118.4201,12/11/2020,12/10/2020,08:30:00,15,N Hollywood,1581,2,69,F,H,104,DRIVEWAY,AA,Adult Arrest,Property Crimes,PC,PC_cd,0329 1202
6000    CRANER                       AV,34.1794,-118.3692,10/12/2020,10/12/2020,21:40:00,15,N Hollywood,1529,2,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 0554
100 W  62ND                         ST,33.9833,-118.2739,05/25/2020,05/25/2020,08:15:00,13,Newton,1383,2,26,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,329
7300    ETON                         AV,34.2029,-118.5955,08/27/2020,08/27/2020,18:10:00,21,Topanga,2136,2,53,F,H,707,GARAGE/CARPORT,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,416
7600    WYNGATE                      ST,34.2574,-118.2979,10/01/2020,09/30/2020,19:30:00,16,Foothill,1638,2,62,M,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1202 0416 1810 0913
14700    SHERMAN                      WY,34.2048,-118.4531,06/20/2020,06/19/2020,08:30:00,9,Van Nuys,905,2,4,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Crimes against Persons,CAP,CAP_cd,1501
7100    MILWOOD                      AV,34.1992,-118.5943,10/05/2020,10/05/2020,21:30:00,21,Topanga,2146,2,61,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Crimes against Public Order,CAPO,CAPO_cd,2038
13400    SHERMAN                      WY,34.2012,-118.4247,06/27/2020,06/26/2020,00:05:00,15,N Hollywood,1521,2,53,F,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1402 1822 0522 0400 1238 1202 0500 0515
8400 S  BROADWAY,33.9622,-118.285,9/06/2020 ,9/05/2020 ,18:00:00,12,77th Street,1267,1,38,F,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329 1307 0321 1609
900    WHITE KNOLL                  DR,34.0671,-118.2483,8/09/2020 ,8/08/2020 ,20:00:00,1,Central,101,2,32,M,C,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,329
SUNSET,34.098,-118.3425,10/13/2020,10/13/2020,17:05:00,6,Hollywood,645,1,22,F,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 2004 1300 1601 0344 0377
FRANCES                      AV,33.9994,-118.4347,10/08/2020,10/08/2020,00:01:00,14,Pacific,1445,1,50,M,W,504,OTHER RESIDENCE,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1300
8000    VINELAND                     AV,34.2157,-118.3703,4/06/2020 ,4/04/2020 ,17:25:00,16,Foothill,1687,1,31,F,W,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,344
3000 S  WESTERN                      AV,34.0282,-118.3133,2/10/2020 ,2/10/2020 ,03:30:00,3,Southwest,336,2,15,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Crimes against Persons,STICK,308.0,0416 0449 0445 0553 1251 1259
9700    AMANITA                      AV,34.2441,-118.2685,11/11/2020,11/11/2020,19:00:00,16,Foothill,1659,1,43,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0321
8800    ORION                        AV,34.2301,-118.472,3/10/2020 ,3/08/2020 ,19:00:00,19,Mission,1981,2,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,701
3300 W  60TH                         ST,33.9872,-118.3277,05/24/2022,5/08/2020 ,13:20:00,12,77th Street,1232,2,31,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0100 0928
5500    WILSHIRE                     BL,34.0633,-118.3473,05/17/2020,05/17/2020,15:20:00,7,Wilshire,735,1,24,M,O,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,325
11100    AQUA VISTA                   ST,34.145,-118.3728,2/11/2021 ,12/30/2020,09:05:00,15,N Hollywood,1585,2,28,F,B,751,WEBSITE,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,377
SEPULVEDA,34.1531,-118.4662,06/17/2020,06/17/2020,09:30:00,9,Van Nuys,981,2,32,M,H,101,STREET,AO,Adult Other,Crimes against Public Order,VERBAL THREAT,511.0,443
18TH                         ST,34.0322,-118.2637,5/10/2020 ,5/09/2020 ,21:05:00,1,Central,195,2,26,M,W,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1609 0329
13800    JUDD                         ST,34.2615,-118.4335,11/21/2020,11/21/2020,20:30:00,16,Foothill,1621,2,46,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329 1300 1402 1407
15200    FRIENDS                      ST,34.0335,-118.5277,09/30/2020,09/30/2020,19:40:00,8,West LA,823,1,35,M,W,101,STREET,IC,Invest Cont,Violent Crimes,AIR PISTOL/REVOLVER/RIFLE/BB GUN,114.0,1300 1822
13600    BRANFORD                     ST,34.2298,-118.4285,02/23/2020,02/23/2020,09:00:00,19,Mission,1988,2,70,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,1202 0329
10200    SANTA MONICA                 BL,34.06,-118.42,07/25/2020,07/25/2020,17:00:00,8,West LA,839,2,13,F,O,102,SIDEWALK,JO,Juv Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1822 0416 0444
13800    LEXICON                      AV,34.3228,-118.4276,04/30/2020,04/29/2020,10:20:00,19,Mission,1906,2,79,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,CAPO_MO
18200    SHERMAN                      WY,34.2011,-118.5295,01/27/2020,01/27/2020,15:00:00,10,West Valley,1025,2,15,M,H,704,ELEMENTARY SCHOOL,IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,1251 0443 1259 0913 0421
3300 W  74TH                         ST,33.9727,-118.3299,2/04/2022 ,01/25/2020,00:01:00,12,77th Street,1251,2,70,F,B,101,STREET,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0100 0928
4500    SANTA ROSALIA                DR,34.015,-118.3472,06/30/2020,06/29/2020,08:00:00,3,Southwest,362,2,33,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1300 1210
1700 N  SYCAMORE                     AV,34.1015,-118.3434,9/06/2020 ,9/06/2020 ,20:30:00,6,Hollywood,645,1,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,Property Crimes,PC,PC_cd,0344 0349 1300 1309 1822 0400 0432
17200    SATICOY                      ST,34.2084,-118.5077,02/25/2020,02/25/2020,12:14:00,10,West Valley,1017,1,53,M,O,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,1414 1822 0344 1609 1420
